Timestamp,Year,Month,Season,DayOfWeek,WeekDay,Hour,Holiday,Weather,SpecialEvent,CustomerCount,Orders,Revenue,StaffingLevel
2018-01-01 23:00:00,2018,1,Winter,1,Monday,23,New Year's Day,Rainy,None,14,11,176.97,5
2018-01-02 00:00:00,2018,1,Winter,2,Tuesday,0,No Holiday,Rainy,None,0,4,65.64,6
2018-01-02 01:00:00,2018,1,Winter,2,Tuesday,1,No Holiday,Snowy,None,0,1,16.32,6
2018-01-02 02:00:00,2018,1,Winter,2,Tuesday,2,No Holiday,Cloudy,None,0,0,0,5
2018-01-02 03:00:00,2018,1,Winter,2,Tuesday,3,No Holiday,Rainy,None,0,0,11.5,4
2018-01-02 04:00:00,2018,1,Winter,2,Tuesday,4,No Holiday,Rainy,None,0,0,2.26,5
2018-01-02 05:00:00,2018,1,Winter,2,Tuesday,5,No Holiday,Cloudy,None,0,0,0,6
2018-01-02 06:00:00,2018,1,Winter,2,Tuesday,6,No Holiday,Rainy,None,5,5,79.23,6
2018-01-02 07:00:00,2018,1,Winter,2,Tuesday,7,No Holiday,Cloudy,None,9,9,111.29,6
2018-01-02 08:00:00,2018,1,Winter,2,Tuesday,8,No Holiday,Cloudy,None,12,9,169.71,6
2018-01-02 09:00:00,2018,1,Winter,2,Tuesday,9,No Holiday,Windy,None,3,6,91.39,6
2018-01-02 10:00:00,2018,1,Winter,2,Tuesday,10,No Holiday,Windy,None,9,6,90.07,4
2018-01-02 11:00:00,2018,1,Winter,2,Tuesday,11,No Holiday,Snowy,None,24,18,281.79,7
2018-01-02 12:00:00,2018,1,Winter,2,Tuesday,12,No Holiday,Rainy,None,21,12,171.01,7
2018-01-02 13:00:00,2018,1,Winter,2,Tuesday,13,No Holiday,Cloudy,None,29,22,326.79,7
2018-01-02 14:00:00,2018,1,Winter,2,Tuesday,14,No Holiday,Rainy,None,15,9,127.28,8
2018-01-02 15:00:00,2018,1,Winter,2,Tuesday,15,No Holiday,Rainy,None,7,7,89.08,5
2018-01-02 16:00:00,2018,1,Winter,2,Tuesday,16,No Holiday,Cloudy,None,8,8,105.56,6
2018-01-02 17:00:00,2018,1,Winter,2,Tuesday,17,No Holiday,Rainy,None,3,3,44.45,4
2018-01-02 18:00:00,2018,1,Winter,2,Tuesday,18,No Holiday,Cloudy,None,44,32,473.37,9
2018-01-02 19:00:00,2018,1,Winter,2,Tuesday,19,No Holiday,Windy,None,42,30,456.47,7
2018-01-02 20:00:00,2018,1,Winter,2,Tuesday,20,No Holiday,Cloudy,None,38,28,394.48,9
2018-01-02 21:00:00,2018,1,Winter,2,Tuesday,21,No Holiday,Rainy,None,29,24,341.49,9
2018-01-02 22:00:00,2018,1,Winter,2,Tuesday,22,No Holiday,Rainy,None,11,8,121.89,6
2018-01-02 23:00:00,2018,1,Winter,2,Tuesday,23,No Holiday,Rainy,None,0,0,14.38,5
2018-01-03 00:00:00,2018,1,Winter,3,Wednesday,0,No Holiday,Rainy,None,3,0,0,4
2018-01-03 01:00:00,2018,1,Winter,3,Wednesday,1,No Holiday,Cloudy,None,0,1,9.48,4
2018-01-03 02:00:00,2018,1,Winter,3,Wednesday,2,No Holiday,Windy,None,9,5,74.94,5
2018-01-03 03:00:00,2018,1,Winter,3,Wednesday,3,No Holiday,Snowy,None,5,3,46.88,4
2018-01-03 04:00:00,2018,1,Winter,3,Wednesday,4,No Holiday,Windy,None,0,1,47.21,5
2018-01-03 05:00:00,2018,1,Winter,3,Wednesday,5,No Holiday,Snowy,None,2,0,10.56,5
2018-01-03 06:00:00,2018,1,Winter,3,Wednesday,6,No Holiday,Rainy,None,1,2,17.41,5
2018-01-03 07:00:00,2018,1,Winter,3,Wednesday,7,No Holiday,Windy,None,13,10,154.95,5
2018-01-03 08:00:00,2018,1,Winter,3,Wednesday,8,No Holiday,Cloudy,None,11,9,138.46,5
2018-01-03 09:00:00,2018,1,Winter,3,Wednesday,9,No Holiday,Cloudy,None,5,2,0,6
2018-01-03 10:00:00,2018,1,Winter,3,Wednesday,10,No Holiday,Cloudy,None,8,8,72.85,5
2018-01-03 11:00:00,2018,1,Winter,3,Wednesday,11,No Holiday,Rainy,None,33,24,374.46,7
2018-01-03 12:00:00,2018,1,Winter,3,Wednesday,12,No Holiday,Rainy,None,19,12,161.01,6
2018-01-03 13:00:00,2018,1,Winter,3,Wednesday,13,No Holiday,Cloudy,None,31,19,308.14,6
2018-01-03 14:00:00,2018,1,Winter,3,Wednesday,14,No Holiday,Snowy,None,30,20,307.22,8
2018-01-03 15:00:00,2018,1,Winter,3,Wednesday,15,No Holiday,Rainy,None,0,2,28.33,5
2018-01-03 16:00:00,2018,1,Winter,3,Wednesday,16,No Holiday,Cloudy,None,2,2,27.71,5
2018-01-03 17:00:00,2018,1,Winter,3,Wednesday,17,No Holiday,Rainy,None,0,0,0,5
2018-01-03 18:00:00,2018,1,Winter,3,Wednesday,18,No Holiday,Cloudy,None,41,28,392.99,8
2018-01-03 19:00:00,2018,1,Winter,3,Wednesday,19,No Holiday,Snowy,None,28,20,291.11,7
2018-01-03 20:00:00,2018,1,Winter,3,Wednesday,20,No Holiday,Cloudy,None,39,31,436.52,7
2018-01-03 21:00:00,2018,1,Winter,3,Wednesday,21,No Holiday,Windy,None,46,35,542.59,7
2018-01-03 22:00:00,2018,1,Winter,3,Wednesday,22,No Holiday,Snowy,None,4,2,39.33,4
2018-01-03 23:00:00,2018,1,Winter,3,Wednesday,23,No Holiday,Cloudy,None,1,1,10.94,6
2018-01-04 00:00:00,2018,1,Winter,4,Thursday,0,No Holiday,Cloudy,None,5,1,21.26,5
2018-01-04 01:00:00,2018,1,Winter,4,Thursday,1,No Holiday,Snowy,None,0,0,20.72,6
2018-01-04 02:00:00,2018,1,Winter,4,Thursday,2,No Holiday,Snowy,None,2,1,0,6
2018-01-04 03:00:00,2018,1,Winter,4,Thursday,3,No Holiday,Snowy,None,8,8,115.87,5
2018-01-04 04:00:00,2018,1,Winter,4,Thursday,4,No Holiday,Snowy,None,1,1,10.09,5
2018-01-04 05:00:00,2018,1,Winter,4,Thursday,5,No Holiday,Cloudy,None,15,9,135.13,4
2018-01-04 06:00:00,2018,1,Winter,4,Thursday,6,No Holiday,Rainy,None,2,3,33.19,5
2018-01-04 07:00:00,2018,1,Winter,4,Thursday,7,No Holiday,Cloudy,None,6,8,132.57,5
2018-01-04 08:00:00,2018,1,Winter,4,Thursday,8,No Holiday,Snowy,None,16,8,138.41,4
2018-01-04 09:00:00,2018,1,Winter,4,Thursday,9,No Holiday,Rainy,None,4,3,41.67,6
2018-01-04 10:00:00,2018,1,Winter,4,Thursday,10,No Holiday,Rainy,None,0,0,20.26,5
2018-01-04 11:00:00,2018,1,Winter,4,Thursday,11,No Holiday,Cloudy,None,41,29,443.96,7
2018-01-04 12:00:00,2018,1,Winter,4,Thursday,12,No Holiday,Rainy,None,21,14,204.6,6
2018-01-04 13:00:00,2018,1,Winter,4,Thursday,13,No Holiday,Rainy,None,21,20,303.27,7
2018-01-04 14:00:00,2018,1,Winter,4,Thursday,14,No Holiday,Snowy,None,22,15,218.13,6
2018-01-04 15:00:00,2018,1,Winter,4,Thursday,15,No Holiday,Rainy,None,5,4,70.44,4
2018-01-04 16:00:00,2018,1,Winter,4,Thursday,16,No Holiday,Snowy,None,9,7,125.61,4
2018-01-04 17:00:00,2018,1,Winter,4,Thursday,17,No Holiday,Rainy,None,0,0,16.94,4
2018-01-04 18:00:00,2018,1,Winter,4,Thursday,18,No Holiday,Cloudy,None,44,31,470.79,8
2018-01-04 19:00:00,2018,1,Winter,4,Thursday,19,No Holiday,Snowy,None,32,19,309.88,7
2018-01-04 20:00:00,2018,1,Winter,4,Thursday,20,No Holiday,Snowy,None,32,26,387.14,8
2018-01-04 21:00:00,2018,1,Winter,4,Thursday,21,No Holiday,Rainy,None,43,32,495.33,7
2018-01-04 22:00:00,2018,1,Winter,4,Thursday,22,No Holiday,Snowy,None,6,3,26.21,6
2018-01-04 23:00:00,2018,1,Winter,4,Thursday,23,No Holiday,Rainy,None,2,1,26.69,5
2018-01-05 00:00:00,2018,1,Winter,5,Friday,0,No Holiday,Rainy,None,0,2,41.16,5
2018-01-05 01:00:00,2018,1,Winter,5,Friday,1,No Holiday,Rainy,None,3,3,39.28,4
2018-01-05 02:00:00,2018,1,Winter,5,Friday,2,No Holiday,Cloudy,None,13,6,99.83,4
2018-01-05 03:00:00,2018,1,Winter,5,Friday,3,No Holiday,Cloudy,None,0,0,0,6
2018-01-05 04:00:00,2018,1,Winter,5,Friday,4,No Holiday,Cloudy,None,10,9,169.99,5
2018-01-05 05:00:00,2018,1,Winter,5,Friday,5,No Holiday,Rainy,None,7,0,5.08,5
2018-01-05 06:00:00,2018,1,Winter,5,Friday,6,No Holiday,Rainy,None,2,2,0,6
2018-01-05 07:00:00,2018,1,Winter,5,Friday,7,No Holiday,Rainy,None,1,0,0,4
2018-01-05 08:00:00,2018,1,Winter,5,Friday,8,No Holiday,Windy,None,4,5,74.99,5
2018-01-05 09:00:00,2018,1,Winter,5,Friday,9,No Holiday,Cloudy,None,21,14,179.85,6
2018-01-05 10:00:00,2018,1,Winter,5,Friday,10,No Holiday,Rainy,None,0,0,0,5
2018-01-05 11:00:00,2018,1,Winter,5,Friday,11,No Holiday,Snowy,None,32,24,377.03,6
2018-01-05 12:00:00,2018,1,Winter,5,Friday,12,No Holiday,Cloudy,None,31,20,316.85,6
2018-01-05 13:00:00,2018,1,Winter,5,Friday,13,No Holiday,Cloudy,None,40,28,434.71,8
2018-01-05 14:00:00,2018,1,Winter,5,Friday,14,No Holiday,Cloudy,None,28,20,263.73,6
2018-01-05 15:00:00,2018,1,Winter,5,Friday,15,No Holiday,Cloudy,None,1,0,16.97,4
2018-01-05 16:00:00,2018,1,Winter,5,Friday,16,No Holiday,Windy,None,10,4,64.7,5
2018-01-05 17:00:00,2018,1,Winter,5,Friday,17,No Holiday,Snowy,None,0,0,47.19,6
2018-01-05 18:00:00,2018,1,Winter,5,Friday,18,No Holiday,Rainy,None,63,44,649.5,9
2018-01-05 19:00:00,2018,1,Winter,5,Friday,19,No Holiday,Snowy,None,53,33,509.86,10
2018-01-05 20:00:00,2018,1,Winter,5,Friday,20,No Holiday,Snowy,None,53,37,543.22,11
2018-01-05 21:00:00,2018,1,Winter,5,Friday,21,No Holiday,Cloudy,None,58,40,586.69,9
2018-01-05 22:00:00,2018,1,Winter,5,Friday,22,No Holiday,Snowy,None,16,12,194.84,6
2018-01-05 23:00:00,2018,1,Winter,5,Friday,23,No Holiday,Rainy,None,14,11,134.91,6
2018-01-06 00:00:00,2018,1,Winter,6,Saturday,0,No Holiday,Snowy,None,0,0,0,6
2018-01-06 01:00:00,2018,1,Winter,6,Saturday,1,No Holiday,Snowy,None,9,5,78.67,5
2018-01-06 02:00:00,2018,1,Winter,6,Saturday,2,No Holiday,Rainy,None,0,0,0,4
2018-01-06 03:00:00,2018,1,Winter,6,Saturday,3,No Holiday,Cloudy,None,1,0,4.89,5
2018-01-06 04:00:00,2018,1,Winter,6,Saturday,4,No Holiday,Cloudy,None,3,2,33.41,5
2018-01-06 05:00:00,2018,1,Winter,6,Saturday,5,No Holiday,Rainy,None,0,2,25.12,6
2018-01-06 06:00:00,2018,1,Winter,6,Saturday,6,No Holiday,Snowy,None,0,0,0,5
2018-01-06 07:00:00,2018,1,Winter,6,Saturday,7,No Holiday,Snowy,None,0,2,33.2,4
2018-01-06 08:00:00,2018,1,Winter,6,Saturday,8,No Holiday,Cloudy,None,0,1,31.87,5
2018-01-06 09:00:00,2018,1,Winter,6,Saturday,9,No Holiday,Rainy,None,10,10,159.25,5
2018-01-06 10:00:00,2018,1,Winter,6,Saturday,10,No Holiday,Rainy,None,4,2,0,6
2018-01-06 11:00:00,2018,1,Winter,6,Saturday,11,No Holiday,Cloudy,None,34,22,317.51,8
2018-01-06 12:00:00,2018,1,Winter,6,Saturday,12,No Holiday,Cloudy,None,27,19,301.92,6
2018-01-06 13:00:00,2018,1,Winter,6,Saturday,13,No Holiday,Rainy,None,24,14,237.15,8
2018-01-06 14:00:00,2018,1,Winter,6,Saturday,14,No Holiday,Windy,None,38,27,404.87,7
2018-01-06 15:00:00,2018,1,Winter,6,Saturday,15,No Holiday,Rainy,None,12,10,116.06,4
2018-01-06 16:00:00,2018,1,Winter,6,Saturday,16,No Holiday,Rainy,None,9,8,104.61,4
2018-01-06 17:00:00,2018,1,Winter,6,Saturday,17,No Holiday,Snowy,None,6,5,58.99,5
2018-01-06 18:00:00,2018,1,Winter,6,Saturday,18,No Holiday,Rainy,None,37,26,392.46,9
2018-01-06 19:00:00,2018,1,Winter,6,Saturday,19,No Holiday,Windy,None,41,33,494.85,9
2018-01-06 20:00:00,2018,1,Winter,6,Saturday,20,No Holiday,Windy,None,39,27,395.04,8
2018-01-06 21:00:00,2018,1,Winter,6,Saturday,21,No Holiday,Cloudy,None,37,24,320.86,7
2018-01-06 22:00:00,2018,1,Winter,6,Saturday,22,No Holiday,Rainy,None,10,7,82.93,4
2018-01-06 23:00:00,2018,1,Winter,6,Saturday,23,No Holiday,Rainy,None,0,0,6.73,4
2018-01-07 00:00:00,2018,1,Winter,7,Sunday,0,No Holiday,Cloudy,None,12,6,83.21,6
2018-01-07 01:00:00,2018,1,Winter,7,Sunday,1,No Holiday,Cloudy,None,3,3,39.02,4
2018-01-07 02:00:00,2018,1,Winter,7,Sunday,2,No Holiday,Rainy,None,0,0,0,4
2018-01-07 03:00:00,2018,1,Winter,7,Sunday,3,No Holiday,Rainy,None,0,0,25.21,6
2018-01-07 04:00:00,2018,1,Winter,7,Sunday,4,No Holiday,Cloudy,None,0,0,0,6
2018-01-07 05:00:00,2018,1,Winter,7,Sunday,5,No Holiday,Cloudy,None,2,2,61.33,5
2018-01-07 06:00:00,2018,1,Winter,7,Sunday,6,No Holiday,Windy,None,2,0,8.63,5
2018-01-07 07:00:00,2018,1,Winter,7,Sunday,7,No Holiday,Cloudy,None,6,5,63.19,4
2018-01-07 08:00:00,2018,1,Winter,7,Sunday,8,No Holiday,Cloudy,None,8,7,97.9,5
2018-01-07 09:00:00,2018,1,Winter,7,Sunday,9,No Holiday,Rainy,None,4,0,0,5
2018-01-07 10:00:00,2018,1,Winter,7,Sunday,10,No Holiday,Windy,None,13,11,176.51,5
2018-01-07 11:00:00,2018,1,Winter,7,Sunday,11,No Holiday,Cloudy,None,28,19,281.83,6
2018-01-07 12:00:00,2018,1,Winter,7,Sunday,12,No Holiday,Rainy,None,26,16,267.09,7
2018-01-07 13:00:00,2018,1,Winter,7,Sunday,13,No Holiday,Snowy,None,25,18,245.34,8
2018-01-07 14:00:00,2018,1,Winter,7,Sunday,14,No Holiday,Cloudy,None,32,26,404.49,8
2018-01-07 15:00:00,2018,1,Winter,7,Sunday,15,No Holiday,Snowy,None,5,3,62.4,6
2018-01-07 16:00:00,2018,1,Winter,7,Sunday,16,No Holiday,Rainy,None,1,0,0,6
2018-01-07 17:00:00,2018,1,Winter,7,Sunday,17,No Holiday,Rainy,None,0,2,34.44,4
2018-01-07 18:00:00,2018,1,Winter,7,Sunday,18,No Holiday,Rainy,None,36,28,420.41,7
2018-01-07 19:00:00,2018,1,Winter,7,Sunday,19,No Holiday,Rainy,None,41,27,414.59,9
2018-01-07 20:00:00,2018,1,Winter,7,Sunday,20,No Holiday,Cloudy,None,38,25,378.73,8
2018-01-07 21:00:00,2018,1,Winter,7,Sunday,21,No Holiday,Snowy,None,31,22,327.56,9
2018-01-07 22:00:00,2018,1,Winter,7,Sunday,22,No Holiday,Rainy,None,3,0,0,5
2018-01-07 23:00:00,2018,1,Winter,7,Sunday,23,No Holiday,Cloudy,None,2,6,87.4,6
2018-01-08 00:00:00,2018,1,Winter,1,Monday,0,No Holiday,Cloudy,None,1,1,0.04,6
2018-01-08 01:00:00,2018,1,Winter,1,Monday,1,No Holiday,Rainy,None,0,0,0,5
2018-01-08 02:00:00,2018,1,Winter,1,Monday,2,No Holiday,Rainy,None,0,1,10.21,6
2018-01-08 03:00:00,2018,1,Winter,1,Monday,3,No Holiday,Cloudy,None,6,4,73.97,4
2018-01-08 04:00:00,2018,1,Winter,1,Monday,4,No Holiday,Rainy,None,0,0,0,6
2018-01-08 05:00:00,2018,1,Winter,1,Monday,5,No Holiday,Cloudy,None,0,0,12.06,6
2018-01-08 06:00:00,2018,1,Winter,1,Monday,6,No Holiday,Rainy,None,0,0,0,4
2018-01-08 07:00:00,2018,1,Winter,1,Monday,7,No Holiday,Cloudy,None,3,3,29.92,6
2018-01-08 08:00:00,2018,1,Winter,1,Monday,8,No Holiday,Rainy,None,0,3,54.03,5
2018-01-08 09:00:00,2018,1,Winter,1,Monday,9,No Holiday,Rainy,None,4,5,103.1,6
2018-01-08 10:00:00,2018,1,Winter,1,Monday,10,No Holiday,Windy,None,3,2,40.78,4
2018-01-08 11:00:00,2018,1,Winter,1,Monday,11,No Holiday,Cloudy,None,29,20,288.24,7
2018-01-08 12:00:00,2018,1,Winter,1,Monday,12,No Holiday,Rainy,None,21,18,294.06,7
2018-01-08 13:00:00,2018,1,Winter,1,Monday,13,No Holiday,Cloudy,None,25,16,245.84,6
2018-01-08 14:00:00,2018,1,Winter,1,Monday,14,No Holiday,Windy,None,31,18,266.04,8
2018-01-08 15:00:00,2018,1,Winter,1,Monday,15,No Holiday,Snowy,None,1,1,10.5,6
2018-01-08 16:00:00,2018,1,Winter,1,Monday,16,No Holiday,Cloudy,None,7,7,112.99,4
2018-01-08 17:00:00,2018,1,Winter,1,Monday,17,No Holiday,Rainy,None,11,3,53.75,4
2018-01-08 18:00:00,2018,1,Winter,1,Monday,18,No Holiday,Snowy,None,30,22,306.16,7
2018-01-08 19:00:00,2018,1,Winter,1,Monday,19,No Holiday,Rainy,None,42,27,397.86,8
2018-01-08 20:00:00,2018,1,Winter,1,Monday,20,No Holiday,Rainy,None,33,20,296.2,9
2018-01-08 21:00:00,2018,1,Winter,1,Monday,21,No Holiday,Cloudy,None,34,23,332.64,8
2018-01-08 22:00:00,2018,1,Winter,1,Monday,22,No Holiday,Cloudy,None,7,3,70.27,6
2018-01-08 23:00:00,2018,1,Winter,1,Monday,23,No Holiday,Snowy,None,0,0,12.34,6
2018-01-09 00:00:00,2018,1,Winter,2,Tuesday,0,No Holiday,Windy,None,11,8,98.31,4
2018-01-09 01:00:00,2018,1,Winter,2,Tuesday,1,No Holiday,Rainy,None,3,2,57.87,5
2018-01-09 02:00:00,2018,1,Winter,2,Tuesday,2,No Holiday,Rainy,None,0,0,15.16,5
2018-01-09 03:00:00,2018,1,Winter,2,Tuesday,3,No Holiday,Rainy,None,6,1,0,5
2018-01-09 04:00:00,2018,1,Winter,2,Tuesday,4,No Holiday,Snowy,None,0,1,0,6
2018-01-09 05:00:00,2018,1,Winter,2,Tuesday,5,No Holiday,Snowy,None,1,2,26.19,5
2018-01-09 06:00:00,2018,1,Winter,2,Tuesday,6,No Holiday,Snowy,None,1,0,0,4
2018-01-09 07:00:00,2018,1,Winter,2,Tuesday,7,No Holiday,Snowy,None,6,2,52.69,4
2018-01-09 08:00:00,2018,1,Winter,2,Tuesday,8,No Holiday,Rainy,None,0,0,0,5
2018-01-09 09:00:00,2018,1,Winter,2,Tuesday,9,No Holiday,Cloudy,None,4,4,73.41,5
2018-01-09 10:00:00,2018,1,Winter,2,Tuesday,10,No Holiday,Cloudy,None,9,7,102.48,4
2018-01-09 11:00:00,2018,1,Winter,2,Tuesday,11,No Holiday,Snowy,None,30,22,320.18,8
2018-01-09 12:00:00,2018,1,Winter,2,Tuesday,12,No Holiday,Rainy,None,34,22,336.38,8
2018-01-09 13:00:00,2018,1,Winter,2,Tuesday,13,No Holiday,Cloudy,None,26,19,287.8,7
2018-01-09 14:00:00,2018,1,Winter,2,Tuesday,14,No Holiday,Cloudy,None,23,15,219.19,8
2018-01-09 15:00:00,2018,1,Winter,2,Tuesday,15,No Holiday,Rainy,None,9,5,71.72,4
2018-01-09 16:00:00,2018,1,Winter,2,Tuesday,16,No Holiday,Cloudy,None,23,13,210.82,6
2018-01-09 17:00:00,2018,1,Winter,2,Tuesday,17,No Holiday,Cloudy,None,15,11,148.05,6
2018-01-09 18:00:00,2018,1,Winter,2,Tuesday,18,No Holiday,Rainy,None,31,18,307.77,9
2018-01-09 19:00:00,2018,1,Winter,2,Tuesday,19,No Holiday,Rainy,None,49,32,483.25,8
2018-01-09 20:00:00,2018,1,Winter,2,Tuesday,20,No Holiday,Rainy,None,38,28,420.11,9
2018-01-09 21:00:00,2018,1,Winter,2,Tuesday,21,No Holiday,Cloudy,None,36,25,382.71,7
2018-01-09 22:00:00,2018,1,Winter,2,Tuesday,22,No Holiday,Snowy,None,14,12,175.28,5
2018-01-09 23:00:00,2018,1,Winter,2,Tuesday,23,No Holiday,Cloudy,None,0,0,0,5
2018-01-10 00:00:00,2018,1,Winter,3,Wednesday,0,No Holiday,Rainy,None,0,0,8.76,4
2018-01-10 01:00:00,2018,1,Winter,3,Wednesday,1,No Holiday,Snowy,None,3,4,60.09,4
2018-01-10 02:00:00,2018,1,Winter,3,Wednesday,2,No Holiday,Rainy,None,0,0,13.75,4
2018-01-10 03:00:00,2018,1,Winter,3,Wednesday,3,No Holiday,Snowy,None,0,1,15.83,5
2018-01-10 04:00:00,2018,1,Winter,3,Wednesday,4,No Holiday,Rainy,None,0,0,0,6
2018-01-10 05:00:00,2018,1,Winter,3,Wednesday,5,No Holiday,Rainy,None,5,4,54.03,6
2018-01-10 06:00:00,2018,1,Winter,3,Wednesday,6,No Holiday,Cloudy,None,0,0,15.53,5
2018-01-10 07:00:00,2018,1,Winter,3,Wednesday,7,No Holiday,Rainy,None,6,6,83.77,5
2018-01-10 08:00:00,2018,1,Winter,3,Wednesday,8,No Holiday,Cloudy,None,8,6,112.19,4
2018-01-10 09:00:00,2018,1,Winter,3,Wednesday,9,No Holiday,Cloudy,None,6,4,47.78,4
2018-01-10 10:00:00,2018,1,Winter,3,Wednesday,10,No Holiday,Windy,None,6,5,73.38,5
2018-01-10 11:00:00,2018,1,Winter,3,Wednesday,11,No Holiday,Rainy,None,11,5,103.45,8
2018-01-10 12:00:00,2018,1,Winter,3,Wednesday,12,No Holiday,Snowy,None,21,17,261.81,6
2018-01-10 13:00:00,2018,1,Winter,3,Wednesday,13,No Holiday,Rainy,None,31,19,313.04,7
2018-01-10 14:00:00,2018,1,Winter,3,Wednesday,14,No Holiday,Snowy,None,29,19,307.37,8
2018-01-10 15:00:00,2018,1,Winter,3,Wednesday,15,No Holiday,Rainy,None,4,2,0,6
2018-01-10 16:00:00,2018,1,Winter,3,Wednesday,16,No Holiday,Rainy,None,0,0,0,5
2018-01-10 17:00:00,2018,1,Winter,3,Wednesday,17,No Holiday,Rainy,None,9,10,186.92,6
2018-01-10 18:00:00,2018,1,Winter,3,Wednesday,18,No Holiday,Cloudy,None,46,34,496.39,9
2018-01-10 19:00:00,2018,1,Winter,3,Wednesday,19,No Holiday,Snowy,None,40,25,383.58,9
2018-01-10 20:00:00,2018,1,Winter,3,Wednesday,20,No Holiday,Cloudy,None,35,23,366.13,8
2018-01-10 21:00:00,2018,1,Winter,3,Wednesday,21,No Holiday,Cloudy,None,35,22,358.77,8
2018-01-10 22:00:00,2018,1,Winter,3,Wednesday,22,No Holiday,Rainy,None,13,7,96.85,4
2018-01-10 23:00:00,2018,1,Winter,3,Wednesday,23,No Holiday,Cloudy,None,0,0,15.33,6
2018-01-11 00:00:00,2018,1,Winter,4,Thursday,0,No Holiday,Windy,None,7,8,138.12,4
2018-01-11 01:00:00,2018,1,Winter,4,Thursday,1,No Holiday,Windy,None,0,0,0,6
2018-01-11 02:00:00,2018,1,Winter,4,Thursday,2,No Holiday,Windy,None,3,2,50.09,6
2018-01-11 03:00:00,2018,1,Winter,4,Thursday,3,No Holiday,Rainy,None,2,2,49.84,6
2018-01-11 04:00:00,2018,1,Winter,4,Thursday,4,No Holiday,Cloudy,None,4,1,17.27,4
2018-01-11 05:00:00,2018,1,Winter,4,Thursday,5,No Holiday,Windy,None,7,5,91.47,4
2018-01-11 06:00:00,2018,1,Winter,4,Thursday,6,No Holiday,Rainy,None,0,0,24.05,4
2018-01-11 07:00:00,2018,1,Winter,4,Thursday,7,No Holiday,Windy,None,5,8,108.2,4
2018-01-11 08:00:00,2018,1,Winter,4,Thursday,8,No Holiday,Windy,None,12,10,175.44,6
2018-01-11 09:00:00,2018,1,Winter,4,Thursday,9,No Holiday,Snowy,None,8,9,175.75,5
2018-01-11 10:00:00,2018,1,Winter,4,Thursday,10,No Holiday,Cloudy,None,11,8,168.06,4
2018-01-11 11:00:00,2018,1,Winter,4,Thursday,11,No Holiday,Rainy,None,29,21,313.49,6
2018-01-11 12:00:00,2018,1,Winter,4,Thursday,12,No Holiday,Snowy,None,16,12,203.95,6
2018-01-11 13:00:00,2018,1,Winter,4,Thursday,13,No Holiday,Rainy,None,22,12,179.13,8
2018-01-11 14:00:00,2018,1,Winter,4,Thursday,14,No Holiday,Cloudy,None,39,22,306.83,6
